Time	10
Stage	8
SPARC	-8.533817e-02
DPPA5	3.411655e-02
RBP1	-8.096442e-02
GATM	-1.986440e-02
SERTAD1	-2.549614e-02
COL1A2	-4.940814e-02
ALDH1A2	-1.911645e-02
GJA1	-5.655130e-02
FOS	-6.396563e-02
SPATA22	5.244143e-02
DPPA3	5.891567e-02
UHRF1	1.030945e-02
IFITM2	-3.667244e-02
PGRMC1	-7.623927e-02
AURKC	-8.574991e-03
PRNP	2.066267e-03
TIMP1	-8.512067e-02
RGS2	2.264474e-02
GNG2	-1.867249e-03
PMP22	-3.703404e-02
PLA2G16	2.931884e-03
NR2F2	-6.641818e-02
CCNE1	-2.636591e-02
ALPPL2	1.778789e-02
ID2	-5.655756e-02
EGR1	-5.534344e-02
FOXR1	3.037981e-03
IL11RA	-1.079339e-02
IER3	-4.816672e-03
H19	-2.713367e-02
BLVRA	-1.505198e-02
PHGDH	-3.384320e-02
S100A11	-4.322273e-02
SFRP2	9.622162e-02
CCNE2	9.904595e-03
SGK1	-1.229288e-02
PCGF1	-4.747077e-03
CASP6	-2.978078e-03
KRT18	2.716741e-02
B3GNT2	1.979303e-02
SOHLH2	2.760747e-02
HORMAD1	7.004713e-02
CDO1	2.138842e-03
USP2	-2.409748e-03
ID3	-6.746665e-02
SLC2A3	1.313165e-03
HERPUD1	-2.015257e-02
TMEM42	-3.699208e-02
FABP3	2.003191e-02
TBPL2	1.683187e-02
HLA-C	-3.242497e-02
DUSP1	-4.176060e-02
HLA-A	-5.075641e-02
HSPA2	4.799397e-03
BPGM	3.203402e-02
CST3	7.164540e-03
CAT	-2.726641e-02
RAB34	1.782958e-04
AADAT	-2.891988e-02
FN1	-4.746764e-02
ZNF799	3.523830e-02
DPPA2	4.986332e-02
SMARCA1	-2.101454e-02
OXR1	-4.327894e-02
FUCA2	-1.979482e-02
IFITM1	5.168243e-02
BAZ1A	-2.917756e-02
ZFP36L1	-6.041585e-02
SEPP1	-2.960340e-02
SPESP1	4.464568e-02
PYGL	1.633745e-02
MXI1	-3.453112e-03
FBXO3	1.209125e-03
FBLN5	6.730020e-02
PEX12	1.227621e-02
CXCL12	-3.079317e-02
TIPARP	-2.045420e-02
ID1	-5.254665e-03
CASP7	-2.515160e-02
PRAME	4.366164e-02
GIP	3.243332e-02
ANXA2	-4.001714e-03
IFITM3	-1.960663e-02
CD82	-2.411518e-03
CTSF	-5.833406e-02
CADM1	-1.393376e-02
MT2A	3.346410e-02
ING4	-4.228878e-03
PTN	-2.774358e-02
SCMH1	2.605565e-02
SCCPDH	-3.245887e-02
LGR4	-3.590135e-02
SLC25A14	2.111430e-02
TMEM64	-3.719135e-02
TDRD9	1.042421e-02
CAST	-1.690902e-02
SLC27A3	3.795114e-02
CTH	2.209399e-02
SNAI1	-2.211114e-02
DNAJA4	1.499504e-02
MYLK	4.803965e-03
AK1	-3.446338e-02
MAGEB1	6.813719e-03
TIMM8A	1.681203e-02
ZNF57	5.409244e-03
LAMB1	-5.549190e-02
MINPP1	-2.014858e-02
PSAT1	-3.039768e-02
SERPINE2	-5.200536e-02
MFN1	-1.958923e-02
LTBP1	-6.235795e-02
DMRT1	6.478080e-02
HIST1H2BJ	3.418920e-02
ZNF534	3.765447e-02
HHEX	4.865650e-02
BAD	-1.617210e-02
CDK8	-7.241662e-03
ALDOC	3.349258e-03
DDIT3	1.176260e-02
RBKS	3.076197e-02
PSEN2	1.436910e-02
ING3	2.656497e-02
ASS1	-3.235830e-03
ENPP4	6.241042e-02
BAIAP2	-4.294539e-04
PTTG1	9.127534e-03
DECR1	-2.321496e-02
CDX1	5.298405e-02
HMGN3	8.307994e-03
ASNS	-1.348189e-02
PPT2	-2.787418e-02
DNMT1	1.362062e-02
DNMT3B	2.938453e-02
MFSD10	-2.928767e-03
CASP9	-1.169370e-02
PHF19	-1.880233e-02
TGFBR3	-6.520089e-02
IFNGR2	2.591369e-03
FER	1.060963e-02
PDK2	-2.324100e-03
RUNX1T1	-1.827951e-02
NLRP9	7.781346e-02
EFNB1	-4.551222e-02
AGA	4.443914e-02
SPA17	4.074755e-02
ITGAV	-3.987786e-02
PHF7	2.895961e-02
ERRFI1	2.227779e-02
HS6ST1	-4.393926e-02
RHOB	-3.881670e-02
KLF5	1.506487e-02
VIM	-3.182404e-02
APIP	-4.263778e-02
THY1	6.787787e-02
ZNF773	2.729779e-02
LDLR	-4.126249e-02
RRAGB	1.599468e-02
CAPN2	-1.261030e-02
STRA6	2.098195e-02
SLC25A4	2.333397e-02
C12orf75	3.128906e-02
KCNH2	4.411476e-02
MPST	2.266836e-02
WNT2B	5.982567e-02
ZNF600	2.676389e-02
PPP3CC	3.252719e-02
ARG2	3.372101e-02
KDM5D	-2.072384e-02
ATF1	1.612218e-02
DGAT2	1.985364e-03
AURKB	4.103693e-02
HSPA4L	2.872438e-02
TXNRD2	-4.440362e-03
DUSP23	-5.274856e-03
BAG2	6.680163e-02
CRY1	-1.062405e-02
BMP6	-2.465853e-02
RIPK2	1.037672e-02
MAPKAPK3	2.346487e-02
RNF20	-8.701135e-03
CDKN3	4.212470e-02
PEA15	-1.962179e-02
PGLS	2.150807e-02
NAALAD2	2.741722e-02
NOTCH2	-4.610352e-02
DNAJC4	-1.783057e-02
MAP2K5	1.967139e-02
PORCN	2.493476e-02
DNAJC17	-3.371808e-03
MERTK	-1.470398e-02
ENO2	4.973301e-02
LHFP	4.858390e-02
COL6A1	-7.533014e-02
ACSL1	2.362484e-02
AMOT	1.324578e-02
BAK1	4.651245e-03
RRM2	5.085477e-02
CDC20	-2.285239e-02
KIFC3	9.845831e-03
PROM1	8.414185e-02
HSF2	2.433583e-02
SH3RF1	-3.689666e-03
KDM4A	-1.811513e-02
PPP3CA	-4.703813e-02
DDIT4L	7.168013e-02
GALNT11	-8.399474e-03
BRDT	3.665956e-02
STAT1	-1.205469e-02
HLA-E	-3.974804e-02
PANX1	1.610564e-03
PSENEN	-3.233772e-03
TCL1A	8.847983e-02
GNPTG	8.978820e-05
HDAC8	3.941670e-02
